Standard,Grade,type,answer_text,questionattemptid,total_rubric_score,Audio Link,Transcription,whisper_words,whisper_segments,whisper_language,Audio Audible,Transcript Acceptable
ca,4,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/ca_auto_audios/1741368964437_20802792_1.mp3,164308825,0,https://drive.google.com/file/d/1LrYd0zcLRdxn349MiXy1VgpUByBHZ_Sw/view?usp=sharing, Og það var kæði hann.,"[{""word"": ""Og"", ""start"": 0.02, ""end"": 5.62}, {""word"": ""\u00fea\u00f0"", ""start"": 5.62, ""end"": 5.92}, {""word"": ""var"", ""start"": 5.92, ""end"": 6.04}, {""word"": ""k\u00e6\u00f0i"", ""start"": 6.04, ""end"": 6.38}, {""word"": ""hann."", ""start"": 6.38, ""end"": 6.4}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 6.38, ""text"": "" Og \u00fea\u00f0 var k\u00e6\u00f0i hann."", ""tokens"": [50365, 14883, 43219, 64, 23436, 1374, 350, 7303, 23436, 72, 276, 969, 13, 50684], ""temperature"": 0, ""avg_logprob"": -0.8893107, ""compression_ratio"": 0.7352941, ""no_speech_prob"": 2.2555578e-10}]",Icelandic,No,Yes
ca,6,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/ca_auto_audios/1738098591569_15727382_1.mp3,129621122,0,https://drive.google.com/file/d/15Xj8Ya69QrYgAdE4TV1wJGpPGrp6Tfp3/view?usp=sharing, The people are standing there asking questions about the fossils.,"[{""word"": ""The"", ""start"": 1.06, ""end"": 1.18}, {""word"": ""people"", ""start"": 1.18, ""end"": 1.78}, {""word"": ""are"", ""start"": 1.78, ""end"": 2.54}, {""word"": ""standing"", ""start"": 2.54, ""end"": 3.34}, {""word"": ""there"", ""start"": 3.34, ""end"": 3.7}, {""word"": ""asking"", ""start"": 3.7, ""end"": 4.38}, {""word"": ""questions"", ""start"": 4.38, ""end"": 5}, {""word"": ""about"", ""start"": 5, ""end"": 5.78}, {""word"": ""the"", ""start"": 5.78, ""end"": 6.38}, {""word"": ""fossils."", ""start"": 6.38, ""end"": 7.82}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 7.34, ""text"": "" The people are standing there asking questions about the fossils."", ""tokens"": [50365, 440, 561, 366, 4877, 456, 3365, 1651, 466, 264, 39159, 13, 50732], ""temperature"": 0, ""avg_logprob"": -0.18917471, ""compression_ratio"": 1, ""no_speech_prob"": 1.1834515e-10}]",English,Yes,Yes
ca,7,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/ca_auto_audios/1740939981362_20291299_2.mp3,160760142,0,https://drive.google.com/file/d/1ZMWA0jfpTiXW-OKL8hEse1VlGsGdGR3F/view?usp=sharing, .,"[{""word"": ""."", ""start"": 0, ""end"": 0.96}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 1.94, ""text"": "" ."", ""tokens"": [50365, 2411, 50462], ""temperature"": 0, ""avg_logprob"": -0.7582746, ""compression_ratio"": 0.11111111, ""no_speech_prob"": 5.791643e-10}]",English,No,No
ca,8,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/ca_auto_audios/1729005990519_3985878_1.mp3,33774442,0,https://drive.google.com/file/d/1bHnDXnrtAy1bETV5fF7OfiCfnu-MVaZN/view?usp=sharing, you,"[{""word"": ""you"", ""start"": 0, ""end"": 0.98}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 0.5, ""text"": "" you"", ""tokens"": [50365, 291, 50390], ""temperature"": 0, ""avg_logprob"": -0.92170537, ""compression_ratio"": 0.27272728, ""no_speech_prob"": 1.3793919e-10}]",English,No,No
ca,9,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/ca_auto_audios/1741658843243_20877502_2.mp3,164823879,0,https://drive.google.com/file/d/1IIWcsl80r-9w60FqimxUTH8MYb1oS7VS/view?usp=sharing, The friends are at the beach. I know because there is water and sand around them.,"[{""word"": ""The"", ""start"": 0.94, ""end"": 1.1}, {""word"": ""friends"", ""start"": 1.1, ""end"": 1.56}, {""word"": ""are"", ""start"": 1.56, ""end"": 1.84}, {""word"": ""at"", ""start"": 1.84, ""end"": 2.16}, {""word"": ""the"", ""start"": 2.16, ""end"": 2.3}, {""word"": ""beach."", ""start"": 2.3, ""end"": 2.8}, {""word"": ""I"", ""start"": 2.8, ""end"": 3.4}, {""word"": ""know"", ""start"": 3.4, ""end"": 3.76}, {""word"": ""because"", ""start"": 3.76, ""end"": 4.2}, {""word"": ""there"", ""start"": 4.2, ""end"": 4.64}, {""word"": ""is"", ""start"": 4.64, ""end"": 4.82}, {""word"": ""water"", ""start"": 4.82, ""end"": 5.28}, {""word"": ""and"", ""start"": 5.28, ""end"": 5.64}, {""word"": ""sand"", ""start"": 5.64, ""end"": 6.18}, {""word"": ""around"", ""start"": 6.18, ""end"": 6.68}, {""word"": ""them."", ""start"": 6.68, ""end"": 7.16}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 7.52, ""text"": "" The friends are at the beach. I know because there is water and sand around them."", ""tokens"": [50365, 440, 1855, 366, 412, 264, 7534, 13, 286, 458, 570, 456, 307, 1281, 293, 4932, 926, 552, 13, 50741], ""temperature"": 0, ""avg_logprob"": -0.18715355, ""compression_ratio"": 1.08, ""no_speech_prob"": 1.5036198e-11}]",English,Yes,Yes
ca,k,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/ca_auto_audios/1740785454050_20283865_4.mp3,160711795,0,https://drive.google.com/file/d/1P5qGz9L1xv-wAM_O5EfkwshhVCuSGTC9/view?usp=sharing, UKEEH,"[{""word"": ""UKEEH"", ""start"": 0.48, ""end"": 1.04}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 1.4, ""text"": "" UKEEH"", ""tokens"": [50392, 7051, 7258, 39, 50435], ""temperature"": 1, ""avg_logprob"": -5.708073, ""compression_ratio"": 0.3846154, ""no_speech_prob"": 2.7238384e-10}]",English,No,Yes
tx,1,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1736277136697_12755590_2.mp3,100639329,0,https://drive.google.com/file/d/1nnAqK41HoEXGl93wAp6FnE7JoRKfNGj8/view?usp=sharing," Un tobogano flotero, one paw and one pato and... Dog, tira dog! Dog and chanclas and... Mira, mira lo! y y y y y y y y y Gracias.","[{""word"": ""Un"", ""start"": 1.3, ""end"": 1.64}, {""word"": ""tobogano"", ""start"": 1.64, ""end"": 2.28}, {""word"": ""flotero,"", ""start"": 2.28, ""end"": 3.36}, {""word"": ""one"", ""start"": 3.36, ""end"": 3.78}, {""word"": ""paw"", ""start"": 3.78, ""end"": 5.84}, {""word"": ""and"", ""start"": 5.84, ""end"": 6.42}, {""word"": ""one"", ""start"": 6.42, ""end"": 6.94}, {""word"": ""pato"", ""start"": 6.94, ""end"": 8}, {""word"": ""and..."", ""start"": 8, ""end"": 9.32}, {""word"": ""Dog,"", ""start"": 8.5, ""end"": 11.96}, {""word"": ""tira"", ""start"": 11.96, ""end"": 12.02}, {""word"": ""dog!"", ""start"": 12.02, ""end"": 12.62}, {""word"": ""Dog"", ""start"": 14.68, ""end"": 15.1}, {""word"": ""and"", ""start"": 15.1, ""end"": 16}, {""word"": ""chanclas"", ""start"": 16, ""end"": 18.52}, {""word"": ""and..."", ""start"": 18.52, ""end"": 19.86}, {""word"": ""Mira,"", ""start"": 20.56, ""end"": 21.66}, {""word"": ""mira"", ""start"": 21.66, ""end"": 22.9}, {""word"": ""lo!"", ""start"": 22.9, ""end"": 23.48}, {""word"": ""y"", ""start"": 23, ""end"": 25.02}, {""word"": ""y"", ""start"": 25.5, ""end"": 28.54}, {""word"": ""y"", ""start"": 28.5, ""end"": 29.56}, {""word"": ""y"", ""start"": 31.5, ""end"": 32.56}, {""word"": ""y"", ""start"": 34.5, ""end"": 37.14}, {""word"": ""y"", ""start"": 37.5, ""end"": 39.32}, {""word"": ""y"", ""start"": 40.5, ""end"": 41.5}, {""word"": ""y"", ""start"": 42.5, ""end"": 45.82}, {""word"": ""y"", ""start"": 45.54, ""end"": 48.96}, {""word"": ""Gracias."", ""start"": 49, ""end"": 50.32}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 9, ""text"": "" Un tobogano flotero, one paw and one pato and..."", ""tokens"": [50365, 1156, 20676, 664, 3730, 932, 310, 2032, 11, 472, 38959, 293, 472, 1947, 78, 293, 485, 50815], ""temperature"": 0, ""avg_logprob"": -0.6552114, ""compression_ratio"": 1.2142857, ""no_speech_prob"": 5.551751e-10}, {""id"": 1, ""seek"": 0, ""start"": 9, ""end"": 12.5, ""text"": "" Dog, tira dog!"", ""tokens"": [50815, 13472, 11, 256, 4271, 3000, 0, 50990], ""temperature"": 0, ""avg_logprob"": -0.6552114, ""compression_ratio"": 1.2142857, ""no_speech_prob"": 5.551751e-10}, {""id"": 2, ""seek"": 0, ""start"": 12.5, ""end"": 20, ""text"": "" Dog and chanclas and..."", ""tokens"": [50990, 13472, 293, 417, 282, 3474, 296, 293, 485, 51365], ""temperature"": 0, ""avg_logprob"": -0.6552114, ""compression_ratio"": 1.2142857, ""no_speech_prob"": 5.551751e-10}, {""id"": 3, ""seek"": 0, ""start"": 20, ""end"": 23, ""text"": "" Mira, mira lo!"", ""tokens"": [51365, 28394, 11, 30286, 450, 0, 51515], ""temperature"": 0, ""avg_logprob"": -0.6552114, ""compression_ratio"": 1.2142857, ""no_speech_prob"": 5.551751e-10}, {""id"": 4, ""seek"": 2300, ""start"": 23, ""end"": 26, ""text"": "" y"", ""tokens"": [50365, 288, 50515], ""temperature"": 0, ""avg_logprob"": -0.9382148, ""compression_ratio"": 1.4166666, ""no_speech_prob"": 4.7748777e-10}, {""id"": 5, ""seek"": 2300, ""start"": 26, ""end"": 29, ""text"": "" y"", ""tokens"": [50515, 288, 50665], ""temperature"": 0, ""avg_logprob"": -0.9382148, ""compression_ratio"": 1.4166666, ""no_speech_prob"": 4.7748777e-10}, {""id"": 6, ""seek"": 2300, ""start"": 29, ""end"": 32, ""text"": "" y"", ""tokens"": [50665, 288, 50815], ""temperature"": 0, ""avg_logprob"": -0.9382148, ""compression_ratio"": 1.4166666, ""no_speech_prob"": 4.7748777e-10}, {""id"": 7, ""seek"": 2300, ""start"": 32, ""end"": 35, ""text"": "" y"", ""tokens"": [50815, 288, 50965], ""temperature"": 0, ""avg_logprob"": -0.9382148, ""compression_ratio"": 1.4166666, ""no_speech_prob"": 4.7748777e-10}, {""id"": 8, ""seek"": 2300, ""start"": 35, ""end"": 38, ""text"": "" y"", ""tokens"": [50965, 288, 51115], ""temperature"": 0, ""avg_logprob"": -0.9382148, ""compression_ratio"": 1.4166666, ""no_speech_prob"": 4.7748777e-10}, {""id"": 9, ""seek"": 2300, ""start"": 38, ""end"": 41, ""text"": "" y"", ""tokens"": [51115, 288, 51265], ""temperature"": 0, ""avg_logprob"": -0.9382148, ""compression_ratio"": 1.4166666, ""no_speech_prob"": 4.7748777e-10}, {""id"": 10, ""seek"": 2300, ""start"": 41, ""end"": 43, ""text"": "" y"", ""tokens"": [51265, 288, 51365], ""temperature"": 0, ""avg_logprob"": -0.9382148, ""compression_ratio"": 1.4166666, ""no_speech_prob"": 4.7748777e-10}, {""id"": 11, ""seek"": 2300, ""start"": 43, ""end"": 46, ""text"": "" y"", ""tokens"": [51365, 288, 51515], ""temperature"": 0, ""avg_logprob"": -0.9382148, ""compression_ratio"": 1.4166666, ""no_speech_prob"": 4.7748777e-10}, {""id"": 12, ""seek"": 2300, ""start"": 46, ""end"": 49, ""text"": "" y"", ""tokens"": [51515, 288, 51665], ""temperature"": 0, ""avg_logprob"": -0.9382148, ""compression_ratio"": 1.4166666, ""no_speech_prob"": 4.7748777e-10}, {""id"": 13, ""seek"": 4900, ""start"": 49, ""end"": 50, ""text"": "" Gracias."", ""tokens"": [50365, 26909, 13, 50415], ""temperature"": 0, ""avg_logprob"": -0.47212532, ""compression_ratio"": 0.5, ""no_speech_prob"": 1.1750875e-10}]",Spanish,No,Yes
tx,10,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1738175523099_15896969_3.mp3,131022689,0,https://drive.google.com/file/d/18T9Vtt7OH16Cvy_H7gBa1CeZ-6TwTyHj/view?usp=sharing, afirmativo yo soy el que cuida el mando a tu a veces no lo ven si va llevando y si no me salga,"[{""word"": ""afirmativo"", ""start"": 0.66, ""end"": 1.3}, {""word"": ""yo"", ""start"": 1.3, ""end"": 1.62}, {""word"": ""soy"", ""start"": 1.62, ""end"": 1.82}, {""word"": ""el"", ""start"": 1.82, ""end"": 1.98}, {""word"": ""que"", ""start"": 1.98, ""end"": 2.14}, {""word"": ""cuida"", ""start"": 1.5, ""end"": 2.42}, {""word"": ""el"", ""start"": 2.42, ""end"": 2.58}, {""word"": ""mando"", ""start"": 2.58, ""end"": 2.86}, {""word"": ""a"", ""start"": 2.86, ""end"": 3.02}, {""word"": ""tu"", ""start"": 3.02, ""end"": 3.22}, {""word"": ""a"", ""start"": 2.62, ""end"": 3.66}, {""word"": ""veces"", ""start"": 3.66, ""end"": 6.8}, {""word"": ""no"", ""start"": 6.8, ""end"": 7.02}, {""word"": ""lo"", ""start"": 7.02, ""end"": 7.2}, {""word"": ""ven"", ""start"": 7.2, ""end"": 7.36}, {""word"": ""si"", ""start"": 7.36, ""end"": 7.58}, {""word"": ""va"", ""start"": 7.58, ""end"": 7.72}, {""word"": ""llevando"", ""start"": 7.22, ""end"": 8.36}, {""word"": ""y"", ""start"": 8.36, ""end"": 8.96}, {""word"": ""si"", ""start"": 8.96, ""end"": 9.22}, {""word"": ""no"", ""start"": 9.22, ""end"": 10.38}, {""word"": ""me"", ""start"": 10.38, ""end"": 10.56}, {""word"": ""salga"", ""start"": 10.56, ""end"": 11}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 2, ""text"": "" afirmativo yo soy el que"", ""tokens"": [50365, 3238, 3692, 18586, 5290, 8812, 806, 631, 50465], ""temperature"": 0, ""avg_logprob"": -0.70641553, ""compression_ratio"": 1.2207792, ""no_speech_prob"": 8.057002e-12}, {""id"": 1, ""seek"": 0, ""start"": 2, ""end"": 3.12, ""text"": "" cuida el mando a tu"", ""tokens"": [50465, 2702, 2887, 806, 7411, 78, 257, 2604, 50521], ""temperature"": 0, ""avg_logprob"": -0.70641553, ""compression_ratio"": 1.2207792, ""no_speech_prob"": 8.057002e-12}, {""id"": 2, ""seek"": 0, ""start"": 3.12, ""end"": 7.72, ""text"": "" a veces no lo ven si va"", ""tokens"": [50521, 257, 17054, 572, 450, 6138, 1511, 2773, 50751], ""temperature"": 0, ""avg_logprob"": -0.70641553, ""compression_ratio"": 1.2207792, ""no_speech_prob"": 8.057002e-12}, {""id"": 3, ""seek"": 0, ""start"": 7.72, ""end"": 11, ""text"": "" llevando y si no me salga"", ""tokens"": [50751, 27124, 1806, 288, 1511, 572, 385, 1845, 3680, 50915], ""temperature"": 0, ""avg_logprob"": -0.70641553, ""compression_ratio"": 1.2207792, ""no_speech_prob"": 8.057002e-12}]",Spanish,No,Yes
tx,11,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1727717821414_2066921_12.mp3,20675748,0,https://drive.google.com/file/d/1ursm_LgmuP28FyzkDySMqbOifMKygYFz/view?usp=sharing,corn session 1.,"[{""word"": ""corn"", ""start"": 0, ""end"": 6.54}, {""word"": ""session"", ""start"": 6.54, ""end"": 6.56}, {""word"": ""1."", ""start"": 6.56, ""end"": 19.68}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 20.12, ""text"": ""corn session 1."", ""tokens"": [50365, 21427, 5481, 502, 13, 51371], ""temperature"": 1, ""avg_logprob"": -6.068133, ""compression_ratio"": 0.65217394, ""no_speech_prob"": 6.860177e-10}]",English,No,Yes
tx,12,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1745873311050_23622882_5.mp3,185493611,0,https://drive.google.com/file/d/1f_WC32gYpSlFUe6nHnIbDlEbx3lVjSFo/view?usp=sharing, .,"[{""word"": ""."", ""start"": 0, ""end"": 0.88}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 1.3, ""text"": "" ."", ""tokens"": [50365, 2411, 50430], ""temperature"": 0, ""avg_logprob"": -0.8260648, ""compression_ratio"": 0.11111111, ""no_speech_prob"": 2.0980084e-10}]",English,No,No
tx,3,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1731076036050_7491669_10.mp3,60004903,0,https://drive.google.com/file/d/1zUzZ4hbRIFQ22Idb6BNz7KHmCOhBo9dm/view?usp=sharing, .,"[{""word"": ""."", ""start"": 0.4, ""end"": 1.2}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 6.3, ""text"": "" ."", ""tokens"": [50365, 2411, 50680], ""temperature"": 0, ""avg_logprob"": -0.87936103, ""compression_ratio"": 0.11111111, ""no_speech_prob"": 1.2556704e-10}]",English,No,No
tx,5,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1739221717074_17880401_1.mp3,145245428,0,https://drive.google.com/file/d/1PUy6Pxvh2F5bxsa5G4_5wqyw0GvX0BhZ/view?usp=sharing, Að byxa.,"[{""word"": ""A\u00f0"", ""start"": 0.1, ""end"": 0.64}, {""word"": ""byxa."", ""start"": 0.64, ""end"": 1.26}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 1.46, ""text"": "" A\u00f0 byxa."", ""tokens"": [50365, 316, 23436, 538, 36852, 13, 50438], ""temperature"": 0, ""avg_logprob"": -0.2821857, ""compression_ratio"": 0.5294118, ""no_speech_prob"": 1.5594023e-10}]",Icelandic,No,Yes
tx,6,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1738336640965_16069845_3.mp3,132368561,0,https://drive.google.com/file/d/15xla6kgXvJfQB5jQuRiwfaZlQZlHP59K/view?usp=sharing," A family was going to have a party because of the youngest daughter's birthday. She just learned how to talk and walk, so they did it like ever before. There was pigs and marshmallows and a lot of things. The kids were having fun all over the place.","[{""word"": ""A"", ""start"": 0.64, ""end"": 0.86}, {""word"": ""family"", ""start"": 0.86, ""end"": 1.2}, {""word"": ""was"", ""start"": 1.2, ""end"": 1.62}, {""word"": ""going"", ""start"": 1.62, ""end"": 2.1}, {""word"": ""to"", ""start"": 2.1, ""end"": 2.32}, {""word"": ""have"", ""start"": 2.32, ""end"": 2.62}, {""word"": ""a"", ""start"": 2.62, ""end"": 2.76}, {""word"": ""party"", ""start"": 2.76, ""end"": 3.16}, {""word"": ""because"", ""start"": 3.16, ""end"": 4.02}, {""word"": ""of"", ""start"": 4.02, ""end"": 4.4}, {""word"": ""the"", ""start"": 4.4, ""end"": 4.56}, {""word"": ""youngest"", ""start"": 4.56, ""end"": 4.98}, {""word"": ""daughter's"", ""start"": 4.98, ""end"": 5.82}, {""word"": ""birthday."", ""start"": 5.82, ""end"": 6.1}, {""word"": ""She"", ""start"": 8.02, ""end"": 8.3}, {""word"": ""just"", ""start"": 8.3, ""end"": 10.56}, {""word"": ""learned"", ""start"": 10.56, ""end"": 11.42}, {""word"": ""how"", ""start"": 11.42, ""end"": 11.62}, {""word"": ""to"", ""start"": 11.62, ""end"": 11.96}, {""word"": ""talk"", ""start"": 11.96, ""end"": 12.56}, {""word"": ""and"", ""start"": 12.56, ""end"": 13.32}, {""word"": ""walk,"", ""start"": 13.32, ""end"": 14.5}, {""word"": ""so"", ""start"": 14.5, ""end"": 14.6}, {""word"": ""they"", ""start"": 14.6, ""end"": 14.94}, {""word"": ""did"", ""start"": 14.94, ""end"": 16.12}, {""word"": ""it"", ""start"": 16.12, ""end"": 16.28}, {""word"": ""like"", ""start"": 16.28, ""end"": 16.5}, {""word"": ""ever"", ""start"": 16.5, ""end"": 16.92}, {""word"": ""before."", ""start"": 16.92, ""end"": 17.68}, {""word"": ""There"", ""start"": 17.98, ""end"": 18.6}, {""word"": ""was"", ""start"": 18.6, ""end"": 18.82}, {""word"": ""pigs"", ""start"": 18.82, ""end"": 19.34}, {""word"": ""and"", ""start"": 19.34, ""end"": 19.6}, {""word"": ""marshmallows"", ""start"": 19.6, ""end"": 20.36}, {""word"": ""and"", ""start"": 20.36, ""end"": 21.76}, {""word"": ""a"", ""start"": 21.76, ""end"": 22.2}, {""word"": ""lot"", ""start"": 22.2, ""end"": 22.36}, {""word"": ""of"", ""start"": 22.36, ""end"": 22.48}, {""word"": ""things."", ""start"": 22.48, ""end"": 22.98}, {""word"": ""The"", ""start"": 22.98, ""end"": 23.42}, {""word"": ""kids"", ""start"": 23.42, ""end"": 23.62}, {""word"": ""were"", ""start"": 23.62, ""end"": 23.78}, {""word"": ""having"", ""start"": 23.78, ""end"": 23.96}, {""word"": ""fun"", ""start"": 23.96, ""end"": 24.24}, {""word"": ""all"", ""start"": 24.24, ""end"": 24.58}, {""word"": ""over"", ""start"": 24.58, ""end"": 24.74}, {""word"": ""the"", ""start"": 24.74, ""end"": 24.84}, {""word"": ""place."", ""start"": 24.84, ""end"": 25.36}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 7, ""text"": "" A family was going to have a party because of the youngest daughter's birthday."", ""tokens"": [50365, 316, 1605, 390, 516, 281, 362, 257, 3595, 570, 295, 264, 17747, 4653, 311, 6154, 13, 50715], ""temperature"": 0, ""avg_logprob"": -0.24373308, ""compression_ratio"": 1.4476744, ""no_speech_prob"": 3.364853e-11}, {""id"": 1, ""seek"": 0, ""start"": 7, ""end"": 18, ""text"": "" She just learned how to talk and walk, so they did it like ever before."", ""tokens"": [50715, 1240, 445, 3264, 577, 281, 751, 293, 1792, 11, 370, 436, 630, 309, 411, 1562, 949, 13, 51265], ""temperature"": 0, ""avg_logprob"": -0.24373308, ""compression_ratio"": 1.4476744, ""no_speech_prob"": 3.364853e-11}, {""id"": 2, ""seek"": 0, ""start"": 18, ""end"": 26, ""text"": "" There was pigs and marshmallows and a lot of things. The kids were having fun all over the place."", ""tokens"": [51265, 821, 390, 24380, 293, 29817, 38811, 293, 257, 688, 295, 721, 13, 440, 2301, 645, 1419, 1019, 439, 670, 264, 1081, 13, 51665], ""temperature"": 0, ""avg_logprob"": -0.24373308, ""compression_ratio"": 1.4476744, ""no_speech_prob"": 3.364853e-11}]",English,Yes,Yes
tx,7,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1738615608665_16690922_3.mp3,136841968,0,https://drive.google.com/file/d/1TWrCQYNGuwVj3T_d0EVPoy49dIm-NOYp/view?usp=sharing, the boy will grab the plastic bottle and put it in a recycling can,"[{""word"": ""the"", ""start"": 0.86, ""end"": 1.12}, {""word"": ""boy"", ""start"": 1.12, ""end"": 1.4}, {""word"": ""will"", ""start"": 1.4, ""end"": 1.56}, {""word"": ""grab"", ""start"": 1.56, ""end"": 1.86}, {""word"": ""the"", ""start"": 1.86, ""end"": 2.02}, {""word"": ""plastic"", ""start"": 2.02, ""end"": 2.54}, {""word"": ""bottle"", ""start"": 2.54, ""end"": 3.04}, {""word"": ""and"", ""start"": 3.04, ""end"": 3.86}, {""word"": ""put"", ""start"": 3.86, ""end"": 4.04}, {""word"": ""it"", ""start"": 4.04, ""end"": 4.2}, {""word"": ""in"", ""start"": 4.2, ""end"": 4.36}, {""word"": ""a"", ""start"": 4.36, ""end"": 4.52}, {""word"": ""recycling"", ""start"": 4.52, ""end"": 6.22}, {""word"": ""can"", ""start"": 6.22, ""end"": 6.62}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 8.64, ""text"": "" the boy will grab the plastic bottle and put it in a recycling can"", ""tokens"": [50365, 264, 3237, 486, 4444, 264, 5900, 7817, 293, 829, 309, 294, 257, 23363, 393, 50797], ""temperature"": 0, ""avg_logprob"": -0.37993348, ""compression_ratio"": 1.03125, ""no_speech_prob"": 1.2442379e-11}]",English,No,Yes
